,TF,targetGene,Region,chrom,start,end
1023,RFX6,TMEM106C,Enhancer,chr12,48192925,48193924
1024,RFX6,TMEM106C,Enhancer,chr12,48146057,48147056
1025,RFX6,TMEM106C,Enhancer,chr12,48201546,48202545
1026,RFX6,TMEM106C,Enhancer,chr12,48128187,48129186
1027,RFX6,TMEM106C,Enhancer,chr12,48179197,48180196
1028,RFX6,TMEM106C,Enhancer,chr12,48179791,48180790
1029,RFX6,TMEM106C,Enhancer,chr12,48690319,48691318
1030,RFX6,TMEM106C,Enhancer,chr12,48194665,48195664
1031,RFX6,TMEM106C,Enhancer,chr12,48129559,48130558
1032,RFX6,TMEM106C,Enhancer,chr12,48197706,48198705
1033,RFX6,TMEM106C,Enhancer,chr12,48136966,48137965
1034,SOX14,TMEM106C,Enhancer,chr12,48108315,48109314
1035,TBPL2,TMEM106C,Enhancer,chr12,48222093,48223092
1036,THRB,TMEM106C,Enhancer,chr12,48146474,48147473
1037,THRB,TMEM106C,Enhancer,chr12,48195809,48196808
1038,THRB,TMEM106C,Enhancer,chr12,48203651,48204650
1039,THRB,TMEM106C,Enhancer,chr12,48117059,48118058
1040,THRB,TMEM106C,Enhancer,chr12,48198893,48199892
1041,THRB,TMEM106C,Enhancer,chr12,48129131,48130130
1042,THRB,TMEM106C,Enhancer,chr12,48208686,48209685
1043,THRB,TMEM106C,Enhancer,chr12,48173433,48174432
1044,THRB,TMEM106C,Enhancer,chr12,48200757,48201756
1045,THRB,TMEM106C,Enhancer,chr12,48179791,48180790
1046,THRB,TMEM106C,Enhancer,chr12,48128187,48129186
1047,THRB,TMEM106C,Enhancer,chr12,48180853,48181852
1048,THRB,TMEM106C,Enhancer,chr12,48209509,48210508
1050,THRB,TMEM106C,Enhancer,chr12,48179197,48180196
1051,THRB,TMEM106C,Enhancer,chr12,48124325,48125324
1052,THRB,TMEM106C,Enhancer,chr12,48133944,48134943
1053,THRB,TMEM106C,Enhancer,chr12,48137473,48138472
1054,TLX1,TMEM106C,Enhancer,chr12,48111089,48112088
1056,TLX1,TMEM106C,Enhancer,chr12,48134702,48135701
1057,TLX1,TMEM106C,Enhancer,chr12,48158910,48159909
1058,TLX1,TMEM106C,Enhancer,chr12,48109426,48110425
1059,TLX3,TMEM106C,Enhancer,chr12,48109426,48110425
1060,TLX3,TMEM106C,Enhancer,chr12,48116384,48117383
1061,TLX3,TMEM106C,Enhancer,chr12,48134702,48135701
1062,TLX3,TMEM106C,Enhancer,chr12,48158910,48159909
1063,TLX3,TMEM106C,Enhancer,chr12,48156960,48157959
1064,TLX3,TMEM106C,Enhancer,chr12,48111089,48112088
1066,YY2,TMEM106C,Enhancer,chr12,48108315,48109314
1067,YY2,TMEM106C,Enhancer,chr12,48135657,48136656
1077,FOXE3,TMEM106C,Enhancer,chr12,48164473,48165472
1078,FOXE3,TMEM106C,Enhancer,chr12,48116384,48117383
1079,FOXE3,TMEM106C,Enhancer,chr12,48117059,48118058
1080,FOXE3,TMEM106C,Enhancer,chr12,48123823,48124822
1081,FOXE3,TMEM106C,Enhancer,chr12,48111953,48112952
1082,FOXE3,TMEM106C,Enhancer,chr12,48194665,48195664
1083,FOXE3,TMEM106C,Enhancer,chr12,48202393,48203392
1084,FOXE3,TMEM106C,Enhancer,chr12,48203651,48204650
1085,FOXE3,TMEM106C,Enhancer,chr12,48109823,48110822
1086,FOXE3,TMEM106C,Enhancer,chr12,48198893,48199892
1087,FOXE3,TMEM106C,Enhancer,chr12,48807485,48808484
1088,FOXE3,TMEM106C,Enhancer,chr12,48111089,48112088
1089,FOXE3,TMEM106C,Enhancer,chr12,48195084,48196083
1090,FOXE3,TMEM106C,Enhancer,chr12,48223064,48224063
1091,FOXE3,TMEM106C,Enhancer,chr12,48197706,48198705
1092,FOXE3,TMEM106C,Enhancer,chr12,48145066,48146065
1093,FOXE3,TMEM106C,Enhancer,chr12,48135288,48136287
1098,FOXI2,TMEM106C,Enhancer,chr12,48111089,48112088
1099,FOXI2,TMEM106C,Enhancer,chr12,48111953,48112952
1100,FOXI2,TMEM106C,Enhancer,chr12,48223064,48224063
1101,FOXI2,TMEM106C,Enhancer,chr12,48109823,48110822
1102,FOXI2,TMEM106C,Enhancer,chr12,48145066,48146065
1103,FOXI2,TMEM106C,Enhancer,chr12,48116384,48117383
1104,FOXI2,TMEM106C,Enhancer,chr12,48807485,48808484
1105,FOXI2,TMEM106C,Enhancer,chr12,48137473,48138472
1106,FOXI2,TMEM106C,Enhancer,chr12,48164473,48165472
1107,FOXI2,TMEM106C,Enhancer,chr12,48135288,48136287
1108,FOXI2,TMEM106C,Enhancer,chr12,48203651,48204650
1109,FOXI2,TMEM106C,Enhancer,chr12,48117059,48118058
1110,FOXI2,TMEM106C,Enhancer,chr12,48197706,48198705
1111,FOXI2,TMEM106C,Enhancer,chr12,48194665,48195664
1112,FOXI2,TMEM106C,Enhancer,chr12,48123823,48124822
1113,FOXI2,TMEM106C,Enhancer,chr12,48195084,48196083
1114,FOXI2,TMEM106C,Enhancer,chr12,48202393,48203392
1115,FOXI2,TMEM106C,Enhancer,chr12,48198893,48199892
1116,GATA1,TMEM106C,Enhancer,chr12,48202000,48202999
1117,GATA1,TMEM106C,Enhancer,chr12,48200757,48201756
1118,GATA1,TMEM106C,Enhancer,chr12,48138265,48139264
1119,GATA1,TMEM106C,Enhancer,chr12,48175010,48176009
1120,GATA1,TMEM106C,Enhancer,chr12,48108315,48109314
1121,GATA1,TMEM106C,Enhancer,chr12,48134702,48135701
1122,GCM1,TMEM106C,Enhancer,chr12,48122691,48123690
1123,GCM1,TMEM106C,Enhancer,chr12,48209509,48210508
1124,HES2,TMEM106C,Enhancer,chr12,48139082,48140081
1128,HNF4A,TMEM106C,Enhancer,chr12,48129756,48130755
1129,HNF4A,TMEM106C,Enhancer,chr12,48209509,48210508
1130,HNF4A,TMEM106C,Enhancer,chr12,48134702,48135701
1131,HNF4A,TMEM106C,Enhancer,chr12,48156960,48157959
1132,HNF4A,TMEM106C,Enhancer,chr12,48139082,48140081
1133,HNF4A,TMEM106C,Enhancer,chr12,48208686,48209685
1134,HNF4A,TMEM106C,Enhancer,chr12,48136160,48137159
1135,HOXA2,TMEM106C,Enhancer,chr12,48111953,48112952
1136,HOXB4,TMEM106C,Enhancer,chr12,48111953,48112952
1137,HOXB4,TMEM106C,Enhancer,chr12,48123823,48124822
1138,HOXB4,TMEM106C,Enhancer,chr12,48807485,48808484
1139,HOXB4,TMEM106C,Enhancer,chr12,48222093,48223092
1156,NKX2-4,TMEM106C,Enhancer,chr12,48222093,48223092
1157,NKX2-4,TMEM106C,Enhancer,chr12,48140595,48141594
1158,NKX2-4,TMEM106C,Enhancer,chr12,48132930,48133929
1159,NKX2-4,TMEM106C,Enhancer,chr12,48202000,48202999
1160,NKX2-4,TMEM106C,Enhancer,chr12,48223064,48224063
1161,NKX2-4,TMEM106C,Enhancer,chr12,48132229,48133228
1162,NKX2-4,TMEM106C,Enhancer,chr12,48175010,48176009
1163,NKX2-4,TMEM106C,Enhancer,chr12,48108315,48109314
1164,NKX2-4,TMEM106C,Enhancer,chr12,48204423,48205422
1175,POU2F3,TMEM106C,Enhancer,chr12,48222093,48223092
1186,TP73,TMEM106C,Enhancer,chr12,48134702,48135701
1187,TP73,TMEM106C,Enhancer,chr12,48192925,48193924
1188,TP73,TMEM106C,Enhancer,chr12,48175010,48176009
1189,TP73,TMEM106C,Enhancer,chr12,48202000,48202999
1190,TP73,TMEM106C,Enhancer,chr12,48128187,48129186
1191,TP73,TMEM106C,Enhancer,chr12,48180853,48181852
1192,TP73,TMEM106C,Enhancer,chr12,48200757,48201756
1193,TP73,TMEM106C,Enhancer,chr12,48194665,48195664
1194,TP73,TMEM106C,Enhancer,chr12,48122691,48123690
1197,ZSCAN4,TMEM106C,Enhancer,chr12,48176461,48177460
1198,CREB3,TMEM106C,Enhancer,chr12,48122691,48123690
1199,CREB3,TMEM106C,Enhancer,chr12,48131663,48132662
